1196,1
1242,7
1393,10
1417,15
1433,19
1326,22
1307,28
1160,32
1338,36
1390,37
1173,41
1372,50
1409,52
1444,55
1184,59
1107,66
1291,65
1112,2
1458,8
1166,11
1361,16
1328,20
1124,24
1332,27
1211,30
1329,35
1140,39
1304,42
1295,48
1308,53
1418,57
1110,62
1451,64
1438,4
1437,5
1235,12
1277,14
1153,17
1314,21
1163,26
1272,31
1203,34
1386,38
1344,43
1217,49
1174,54
1300,58
1454,60
1157,63
1455,3
1276,6
1181,9
1257,13
1387,18
1269,23
1400,25
1246,29
1243,33
1113,40
1234,45
1397,44
1301,47
1462,46
1264,51
1273,56
1459,61
1142,68
1411,67
