1102,0.5004
1103,0.5089
1104,0.5897
1105,0.4279
1106,0.4001
1107,0.4497
1108,0.4288
1110,0.4763
1111,0.4445
1112,0.5965
1113,0.5594
1114,0.4969
1115,0.4512
1116,0.5374
1117,0.4575
1119,0.4599
1120,0.5288
1122,0.4358
1123,0.5258
1124,0.5893
1125,0.5049
1126,0.4199
1127,0.439
1129,0.5435
1130,0.5619
1131,0.4997
1132,0.527
1133,0.4899
1254,0.4527
1135,0.4453
1136,0.4662
1137,0.4787
1138,0.4952
1139,0.5393
1140,0.5727
1141,0.4795
1142,0.5092
1143,0.5671
1144,0.4335
1145,0.4899
1146,0.4517
1148,0.4406
1149,0.4662
1150,0.5002
1151,0.4296
1152,0.4733
1153,0.552
1154,0.4375
1155,0.5383
1156,0.5053
1157,0.4476
1158,0.4832
1159,0.4661
1160,0.5761
1161,0.5185
1162,0.49
1163,0.5693
1164,0.47
1165,0.5048
1166,0.5757
1167,0.4421
1168,0.4564
1169,0.4473
1170,0.4482
1171,0.466
1172,0.484
1173,0.5539
1174,0.4907
1175,0.4389
1176,0.5176
1177,0.5656
1178,0.4967
1179,0.5037
1180,0.5032
1181,0.5907
1182,0.5113
1183,0.4548
1184,0.472
1185,0.5412
1186,0.4724
1187,0.4861
1188,0.4393
1189,0.4771
1190,0.466
1191,0.5162
1192,0.4695
1193,0.4999
1194,0.4982
1195,0.4604
1196,0.5817
1197,0.4214
1198,0.487
1199,0.5675
1200,0.5319
1201,0.5381
1202,0.4141
1203,0.5488
1204,0.4152
1205,0.4342
1206,0.551
1207,0.5765
1208,0.5536
1209,0.4775
1210,0.5184
1211,0.5428
1212,0.4159
1213,0.4712
1214,0.4337
1216,0.4396
1217,0.4797
1218,0.4772
1219,0.4782
1220,0.4892
1221,0.4847
1222,0.5171
1223,0.4465
1224,0.4483
1225,0.4637
1226,0.4587
1227,0.4894
1228,0.5658
1229,0.5249
1231,0.5564
1232,0.5128
1233,0.5166
1234,0.5668
1235,0.5814
1236,0.4589
1237,0.4971
1238,0.4351
1239,0.4611
1240,0.4472
1241,0.4944
1242,0.6344
1243,0.5706
1244,0.4747
1245,0.4843
1246,0.5966
1247,0.5629
1248,0.4822
1249,0.4496
1250,0.4696
1251,0.4581
1252,0.4609
1253,0.5127
1255,0.447
1256,0.4876
1257,0.5455
1258,0.523
1259,0.4648
1260,0.4843
1261,0.5472
1262,0.4555
1263,0.462
1264,0.492
1265,0.4888
1266,0.5574
1267,0.4913
1268,0.5839
1269,0.5662
1270,0.4831
1271,0.4172
1272,0.5627
1273,0.4772
1274,0.5382
1275,0.516
1276,0.5911
1277,0.5796
1278,0.5855
1279,0.539
1280,0.4971
1281,0.5527
1282,0.49
1283,0.5261
1284,0.4592
1285,0.4636
1286,0.4377
1287,0.4811
1288,0.4641
1290,0.412
1291,0.4662
1292,0.5137
1293,0.4685
1294,0.4454
1295,0.5182
1296,0.491
1297,0.4593
1298,0.4438
1299,0.4241
1300,0.4188
1301,0.5678
1303,0.4605
1304,0.5696
1305,0.5285
1306,0.4375
1307,0.5648
1308,0.4892
1309,0.4619
1310,0.4917
1311,0.4175
1312,0.4137
1313,0.438
1314,0.576
1315,0.4736
1316,0.4787
1317,0.4966
1318,0.517
1319,0.4548
1320,0.5374
1321,0.5616
1322,0.4893
1323,0.5529
1324,0.5403
1325,0.5152
1326,0.5777
1328,0.5792
1329,0.5692
1330,0.5055
1331,0.4923
1332,0.5763
1333,0.5528
1334,0.5257
1335,0.485
1336,0.5552
1337,0.513
1338,0.5563
1339,0.505
1340,0.4422
1341,0.4469
1342,0.4149
1343,0.4511
1344,0.5586
1345,0.5414
1346,0.4909
1347,0.4051
1348,0.5411
1349,0.5014
1350,0.5564
1351,0.4888
1352,0.4697
1353,0.5549
1354,0.4344
1355,0.4823
1356,0.508
1357,0.4364
1358,0.4584
1359,0.4347
1360,0.5201
1361,0.5402
1362,0.5457
1363,0.5128
1364,0.4747
1365,0.5109
1366,0.449
1367,0.4643
1368,0.4247
1369,0.4167
1370,0.4561
1371,0.5382
1372,0.4463
1373,0.4904
1374,0.5196
1375,0.4943
1376,0.5585
1377,0.4921
1378,0.5092
1379,0.5116
1380,0.4605
1381,0.4657
1382,0.5493
1383,0.4502
1384,0.4462
1385,0.5594
1386,0.5594
1387,0.549
1388,0.5461
1389,0.4687
1390,0.5771
1391,0.4485
1392,0.4323
1393,0.5537
1394,0.4412
1395,0.566
1396,0.5626
1397,0.5755
1398,0.5103
1399,0.4686
1400,0.5647
1401,0.5244
1402,0.4872
1403,0.567
1404,0.4425
1405,0.5038
1406,0.486
1407,0.469
1408,0.4822
1409,0.5316
1411,0.4085
1412,0.5017
1413,0.4483
1414,0.4773
1415,0.4516
1416,0.5212
1417,0.5794
1418,0.4966
1419,0.4946
1420,0.4338
1421,0.4673
1422,0.435
1423,0.4945
1424,0.5244
1425,0.5616
1426,0.4893
1427,0.4908
1428,0.5381
1429,0.5286
1430,0.4623
1431,0.5063
1433,0.5715
1434,0.4872
1435,0.5487
1436,0.4737
1437,0.5678
1438,0.574
1439,0.5421
1440,0.4371
1441,0.4455
1442,0.4803
1443,0.4877
1444,0.506
1447,0.4249
1448,0.5483
1449,0.5533
1450,0.5503
1451,0.4647
1452,0.5615
1453,0.5058
1454,0.4797
1455,0.5363
1456,0.4894
1457,0.4606
1458,0.5986
1459,0.4633
1460,0.4636
1461,0.5133
1462,0.5719
1463,0.4933
1464,0.4797
