1246,1
1181,6
1124,9
1231,15
1455,19
1424,21
1323,25
1235,30
1163,34
1462,40
1160,44
1433,49
1308,54
1355,56
1250,60
1290,67
1443,68
1393,2
1326,7
1199,11
1458,14
1435,18
1153,22
1211,27
1243,32
1379,35
1452,38
1400,43
1217,46
1285,55
1382,58
1259,59
1421,64
1277,4
1281,8
1266,10
1257,16
1307,20
1293,23
1196,28
1272,31
1387,36
1438,39
1161,41
1253,51
1172,53
1140,48
1233,50
1313,62
1254,63
1314,3
1242,5
1207,12
1276,13
1396,17
1361,24
1388,26
1166,29
1104,33
1345,37
1301,42
1143,45
1378,47
1325,52
1125,57
1178,61
1249,65
1436,66
